,Sentiment,Negative_Reason,Airline,Text,TextLength
10217,negative,Customer Service Issue,US Airways,   stranded in North Carolina and trying to figure out options but can't get anyone to talk to,116
14318,negative,Cancelled Flight,American, 2293 is the Cancelled Flightled one,48
7791,negative,Can't Tell,Delta, as a customer it feels like i should stick to airlines other than jet blue. I travel for my work for past 5 years never seen $70,137
6235,neutral,,Southwest, lemme come to #DestinationDragons ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,115
3286,neutral,,United, happens every time in and out of Newark.,48
1045,negative,Late Flight,United, well that's big of you but I don't have terribly high expectations at this point.,89
13696,negative,Late Flight,American, Flight #2390 delayed 14 hours!! No one at #AmericanAirlines counter can tell my husband that he will be on that flight! Help???,140
9840,negative,Late Flight,US Airways, no word on delay reasons  but Twitter is aflame with flight tracking computer crash. Rumors. True or Not?,120
4765,negative,Bad Flight,Southwest, how about fixing the wifi!  3rd flight where it's not working. 800 series plane so not like it's an old plane.,124
2901,positive,,United, thanks for more timely updates.,39
11868,negative,Customer Service Issue,US Airways, can't even get on hold to wait to speak to someone-awesome,69
4233,negative,Can't Tell,United, which is why my next flights to Miami will be on another airline.,73
3938,negative,Can't Tell,United, why are your SFO-&gt;BOS nonstop flights not competitively priced with those of JetBlue and Virgin? $179 vs $324. Identical times.,138
2992,negative,Late Flight,United," thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation",134
2789,negative,Late Flight,United, so we fly into SFO and Honululu gets pushed back 3.5 hours and now it looks like more delays.  I beg of you plz sort this out soon!,139
1179,negative,Customer Service Issue,United, was that English? I'll DM though I don't think you'll make a plane appear.,82
5779,negative,Late Flight,Southwest, BETSY is the BESTY! Gettin' stuck at #LAS might not be bad for most..but I want home! #homewardbound #betsy #besty #thankyou,138
497,negative,Customer Service Issue,Virgin America, my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either ï¿½ï,150
3774,neutral,,United, flight 5431,19
829,negative,Can't Tell,United, load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?,130
2025,negative,Late Flight,United," since I have an international connection at 9am, I'm hoping for the same thing!",87
6731,negative,Customer Service Issue,Southwest, been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?,141
8591,neutral,,Delta, Thanks for the FB. message telling me I will have to wait between 1-3 days.  I'm waiting.,98
850,negative,Late Flight,United,  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,85
12607,neutral,,American, tell me you can get me to ABI earlier than 8 pm tomorrow,69
12884,negative,Damaged Luggage,American, cannot understand how you are part of oneworld all other member treat their customers fairly #tcf #oldplanes #damageluggage,136
1992,negative,longlines,United," your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv",136
2694,negative,Customer Service Issue,United," again HORRIBLE service, again attitude when asked for information, again you make me not want to fly UNITED ever. #platinummember",137
5701,negative,Customer Service Issue,Southwest,  getting the run around today with customer service &amp; disconnected customer relations # given twice. Help!!!,126
5898,positive,,Southwest, My boyfriend and I have LOVED  since 2009 &amp; it would be so awesome to go to Vegas event. Any way you can help?,143
4110,negative,Customer Service Issue,United," Now submitted for the third time, please check and confirm receipt. Have taken screen shots in case it disappears again. Thanks",135
9871,negative,Lost Luggage,US Airways,  just be prepared for a claim if that bag is lost ... Too many valuables to carry in my hands. #us2146 to #aa2924,136
13987,negative,Customer Service Issue,American, It's not your agents; it's your voice activated system that's not working right. And no email on Cancelled Flightlation. Lots of problems,150
1913,negative,Late Flight,United,". Our newest delay, right now http://t.co/96fTLZWtvO",59
13800,negative,Lost Luggage,American, lost  luggage on flight yesterday morning #Miami to #NewYork #LGA no response and no luggage more than 37 hrs ltr,140
7531,negative,longlines,Delta," this is ridiculous we are on 1.5 hours coming up of waiting to deplane, there are are newborns on board",112
10978,neutral,,US Airways, I am following you now,33
6362,neutral,,Southwest,  hopefully Nashville is open. I want to come home today,79
762,negative,Customer Service Issue,United," at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!",140
12807,negative,Late Flight,American, stuck on the tarmac in CLT because the our gate is not open. Hope I don't miss my connection.... #logistics #AmericanView,134
1089,negative,Lost Luggage,United,The saga of the  bag delay w/  - will there be a reunion or will she be forced to go shopping? Stay tuned.,129
13474,negative,Cancelled Flight,American, Not very helpful if my flight is already Cancelled Flightled! What about reFlight Booking Problems? AA has my email and cell - yet no notifications.,161
597,negative,Lost Luggage,United, they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR  12,139
7142,positive,,Delta,ýýý: Our fleet's on fleek. http://t.co/vOUUFRN4jSýýý YASSS JetBlue ! Tell them !,84
9877,negative,longlines,US Airways, ... What's going on at  ?!  I've been sitting at the gate for 45minutes.,94
2858,positive,,United, mechanical issue. Looks like they got it fixed! Thanks for your concern.,80
11867,neutral,,US Airways, You need to contact me ASAP. #Furious,48
11341,negative,Customer Service Issue,US Airways, Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.,139
13086,positive,,American, Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!,120
9228,negative,Flight Booking Problems,US Airways, #DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today,160
3188,negative,longlines,United, it's freezing on the gate bridge#waitingforbags#united#EWR,66
2150,negative,Can't Tell,United, please get me off this plane #UA57,42
10274,negative,Cancelled Flight,US Airways, we appreciate auto rescheduling our Cancelled Flightled flight-- but you have nothing sooner than Tuesday? can fly into alternate loc?,145
3522,negative,Bad Flight,United, 8h flight without a working screen for me and my friend and not possible to move to another place #unitedfails#worsttripofmylife,136
5762,negative,Late Flight,Southwest, last 5 flights have all consistently ran behind schedule what's up with that ??,93
5447,negative,Late Flight,Southwest, Been sitting outside our gate for 30 mins at LGA. Why no move to another gate? We'e baking on this plane!?! flight #3415,134
3585,negative,Flight Attendant Complaints,United, I'm pretty sure I've got shin splits from SPRINTING through IAH only to watch my plane pull away from the jet way...,124
3521,negative,Lost Luggage,United, oh flight was fine. my lost luggage? not so much. looks like I'll be at least a half day Late Flight to my conference in Santa Monica...,144
9609,neutral,,US Airways, Is your refund system down?,38
6370,neutral,,Southwest, my bag was Late Flight-checked and put on a different flight from OAK-&gt;MSY. Having troubles tracking it down. Any help?,136
14176,negative,Customer Service Issue,American, understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day,133
6303,neutral,,Southwest," Ahhhh! Sorry, just followed.",42
287,neutral,,Virgin America, they told to check with the airline regulation first so that is why I contacted you.,99
2173,negative,Flight Attendant Complaints,United," it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm.",138
8589,negative,Flight Attendant Complaints,Delta," our #FoodAllergy community. IF you want our continued loyalty, you need to do better than that. Perhaps some training is in (2/3)",138
6038,positive,,Southwest, my birthday is during #DestinationDragons and im a huge fan- anyway I can get tickets?,100
13883,positive,,American, great flight experience again... SFO-JFK... Dare I say it? A consistent high quality on a legacy airline? Keep it up guys!,135
14291,negative,Flight Attendant Complaints,American, why don't you have driver service to get employees to work in bad weather like hospitals etc #badmgmt #AmericanAirlines,132
12842,negative,Can't Tell,American, a free check bag a food comp a flying credit something to help out now that I'm an additional 200 dollars in the hole,130
8169,positive,,Delta, you don't remember our date Monday night back to NYC? #heartbroken,75
